timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
1998-03-20,109.5625,110.1875,108.875,109.875,75.0429,3123300,0.3134,1.0
1998-03-23,109.7187,110.3125,109.4062,109.625,74.8721,4453100,0.0,1.0
1998-03-24,110.0625,110.8125,109.9375,110.5625,75.5124,3333600,0.0,1.0
1998-03-25,111.4062,111.5312,109.1875,110.1562,75.2349,4597600,0.0,1.0
1998-03-26,109.875,110.75,109.625,110.0937,75.1922,3333500,0.0,1.0
1998-03-27,110.75,110.7812,109.0,109.625,74.8721,2611300,0.0,1.0
1998-03-30,109.625,110.0937,108.9687,109.5625,74.8294,3108700,0.0,1.0
1998-03-31,110.1562,111.1875,109.75,109.9375,75.0855,5926500,0.0,1.0
1998-04-01,110.3125,111.0781,109.4062,110.8281,75.6938,2929000,0.0,1.0
1998-04-02,110.9375,112.25,110.75,112.0312,76.5155,3920900,0.0,1.0
1998-04-03,112.3437,112.8125,111.8437,112.5937,76.8997,3787600,0.0,1.0
1998-04-06,113.25,113.375,111.6875,111.6875,76.2808,4550500,0.0,1.0
1998-04-07,111.75,111.9375,110.1562,110.9375,75.7685,5583700,0.0,1.0
1998-04-08,111.2187,111.2812,109.75,110.3125,75.3417,4854800,0.0,1.0
1998-04-09,110.5625,111.2812,110.5312,111.1875,75.9393,4481200,0.0,1.0
1998-04-13,111.375,111.375,110.0,110.875,75.7258,4350200,0.0,1.0
1998-04-14,111.125,111.8125,110.9062,111.8125,76.3661,3279100,0.0,1.0
1998-04-15,111.9687,112.125,111.1562,112.125,76.5796,3867200,0.0,1.0
1998-04-16,111.3125,111.5,110.5,110.8125,75.6831,7177900,0.0,1.0
1998-04-17,110.7187,112.4375,110.4375,112.2812,76.6862,5688800,0.0,1.0
1998-04-20,112.0,112.5625,111.875,112.25,76.6649,3688300,0.0,1.0
1998-04-21,112.4375,113.1562,111.9062,112.7812,77.0277,4573200,0.0,1.0
1998-04-22,112.875,113.4375,112.8125,113.0937,77.2412,2386100,0.0,1.0
1998-04-23,112.625,113.0,111.75,112.0,76.4942,5062000,0.0,1.0
1998-04-24,111.75,112.4687,110.3437,110.8125,75.6831,11039700,0.0,1.0
1998-04-27,109.375,109.6875,107.625,108.7187,74.2531,14510200,0.0,1.0
1998-04-28,109.7812,109.8125,108.125,108.5625,74.1464,6511400,0.0,1.0
1998-04-29,109.0312,109.9687,108.4375,109.3125,74.6587,7703100,0.0,1.0
1998-04-30,110.5625,111.9218,110.4062,111.3437,76.0459,8684500,0.0,1.0
1998-05-01,111.75,112.5937,111.3125,112.5937,76.8997,4008800,0.0,1.0
1998-05-04,112.7187,113.3125,112.1562,112.3125,76.7076,4537200,0.0,1.0
1998-05-05,112.0,112.1562,111.125,111.5312,76.174,5146400,0.0,1.0
1998-05-06,112.125,112.125,110.1875,110.2187,75.2776,5526100,0.0,1.0
1998-05-07,110.5,110.5625,109.3437,109.3437,74.68,6940400,0.0,1.0
1998-05-08,110.0,111.375,110.0,111.125,75.8966,7951000,0.0,1.0
1998-05-11,111.5625,112.2187,110.375,110.75,75.6405,6336300,0.0,1.0
1998-05-12,110.8125,111.9687,110.3437,111.9375,76.4515,6045200,0.0,1.0
1998-05-13,112.0625,112.5625,111.5937,112.2187,76.6436,4441500,0.0,1.0
1998-05-14,111.5312,112.6875,111.3437,111.6562,76.2594,4187500,0.0,1.0
1998-05-15,112.0,112.2187,110.8125,111.0312,75.8325,6716100,0.0,1.0
1998-05-18,110.7187,111.5937,109.8281,110.5937,75.5337,4847200,0.0,1.0
1998-05-19,111.0,111.6875,110.7812,111.3437,76.0459,5918700,0.0,1.0
1998-05-20,112.0937,112.5,110.875,112.4062,76.7716,5716600,0.0,1.0
1998-05-21,112.375,112.7812,111.3125,111.6875,76.2808,6301500,0.0,1.0
1998-05-22,111.75,112.0625,110.9375,111.25,75.982,4862200,0.0,1.0
1998-05-26,112.0937,112.0937,109.1875,109.4687,74.7654,6899300,0.0,1.0
1998-05-27,108.5312,109.9062,107.5781,109.625,74.8721,10202600,0.0,1.0
1998-05-28,109.875,110.375,109.0625,110.125,75.2136,4907600,0.0,1.0
1998-05-29,110.625,110.8125,109.0312,109.0312,74.4665,4772600,0.0,1.0
1998-06-01,108.9687,110.2187,108.5625,109.5312,74.808,6092200,0.0,1.0
1998-06-02,110.0,110.3437,109.1562,109.625,74.8721,6701100,0.0,1.0
1998-06-03,109.875,110.1875,107.875,107.875,73.6769,6445100,0.0,1.0
1998-06-04,108.25,110.0625,108.0625,109.875,75.0429,6566300,0.0,1.0
1998-06-05,110.375,112.0,109.875,112.0,76.4942,8463200,0.0,1.0
1998-06-08,111.9375,112.4687,111.6562,111.875,76.4088,4159900,0.0,1.0
1998-06-09,111.7187,112.4218,111.4062,112.2187,76.6436,2725300,0.0,1.0
1998-06-10,111.625,113.0625,111.25,111.5,76.1527,6186900,0.0,1.0
1998-06-11,111.4375,111.875,109.375,109.4062,74.7227,8056600,0.0,1.0
1998-06-12,109.875,110.4375,108.25,110.4375,75.427,9779000,0.0,1.0
1998-06-15,108.8125,109.9062,107.5,107.5312,73.4421,10234200,0.0,1.0
1998-06-16,108.4062,109.2187,107.75,109.1875,74.5733,7471500,0.0,1.0
1998-06-17,110.1562,111.7812,109.9375,111.4687,76.1313,12057700,0.0,1.0
1998-06-18,111.1875,111.4375,110.75,110.9687,75.7898,3844600,0.0,1.0
1998-06-19,111.0625,111.2343,109.625,110.0625,75.4113,3549100,0.352,1.0
1998-06-22,110.25,111.0625,110.0625,110.5937,75.7753,5438300,0.0,1.0
1998-06-23,111.0937,112.0625,111.0,111.9062,76.6746,5004600,0.0,1.0
1998-06-24,112.1562,113.6875,111.6093,113.4062,77.7023,8291900,0.0,1.0
1998-06-25,113.9062,114.4375,112.8125,113.2187,77.5739,5854800,0.0,1.0
1998-06-26,113.3125,113.8437,113.125,113.6875,77.8951,4833100,0.0,1.0
1998-06-29,114.25,114.6875,113.7968,114.0937,78.1734,5953400,0.0,1.0
1998-06-30,113.9062,114.1875,113.0625,113.3125,77.6381,4284800,0.0,1.0
1998-07-01,114.0625,114.9375,113.625,114.625,78.5374,3489500,0.0,1.0
1998-07-02,114.7187,114.875,114.25,114.8437,78.6873,3503900,0.0,1.0
1998-07-06,114.7812,116.0,114.5625,116.0,79.4795,3144400,0.0,1.0
1998-07-07,115.9843,116.125,115.2812,115.7812,79.3296,4920700,0.0,1.0
1998-07-08,115.875,116.9375,115.75,116.625,79.9077,6875000,0.0,1.0
1998-07-09,116.2812,116.7187,115.625,115.8437,79.3724,6942500,0.0,1.0
1998-07-10,116.0312,116.9375,115.0625,116.4687,79.8007,7849700,0.0,1.0
1998-07-13,116.5625,116.8437,116.0625,116.5,79.8221,6555100,0.0,1.0
1998-07-14,116.9375,118.1562,116.9375,117.8125,80.7214,6983600,0.0,1.0
1998-07-15,118.0625,118.2812,117.5312,117.5937,80.5715,4977500,0.0,1.0
1998-07-16,117.6875,118.5937,117.0625,118.4062,81.1282,6315600,0.0,1.0
1998-07-17,118.625,119.0,118.3125,118.5625,81.2353,3539500,0.0,1.0
1998-07-20,118.75,119.2343,117.9375,118.5625,81.2353,2338400,0.0,1.0
1998-07-21,119.0,119.0,116.2812,116.5,79.8221,5518600,0.0,1.0
1998-07-22,116.3437,116.9843,115.5312,116.5,79.8221,10417300,0.0,1.0
1998-07-23,116.3125,116.5937,113.9062,114.1875,78.2376,15110900,0.0,1.0
1998-07-24,114.9687,115.0937,112.875,114.0937,78.1734,11540500,0.0,1.0
1998-07-27,113.625,115.0,112.8437,114.9062,78.7301,9600000,0.0,1.0
1998-07-28,114.4375,114.6562,111.875,112.9687,77.4026,13693000,0.0,1.0
1998-07-29,113.7187,114.125,112.25,112.5312,77.1028,7462400,0.0,1.0
1998-07-30,113.625,114.5937,113.4062,114.2187,78.259,6821600,0.0,1.0
1998-07-31,114.3437,114.5,111.3125,111.7812,76.5889,7680500,0.0,1.0
1998-08-03,111.7812,112.4218,111.0312,111.3125,76.2678,10486500,0.0,1.0
1998-08-04,112.2187,112.2187,107.0,107.0,73.313,15091600,0.0,1.0
1998-08-05,107.9375,108.875,105.5937,108.4687,74.3193,21718400,0.0,1.0
1998-08-06,108.125,109.5,107.5625,108.9375,74.6405,13084400,0.0,1.0
1998-08-07,109.6875,110.5937,108.4687,109.125,74.769,12083800,0.0,1.0
1998-08-10,108.75,109.6562,108.1875,108.5,74.3408,6273000,0.0,1.0
1998-08-11,106.7812,107.4375,105.5,106.875,73.2274,14287100,0.0,1.0
1998-08-12,107.75,108.875,107.5,108.6875,74.4692,11158400,0.0,1.0
1998-08-13,108.8125,109.6562,107.375,107.375,73.5699,9073900,0.0,1.0
1998-08-14,108.3437,108.7187,105.7812,106.125,72.7135,8628500,0.0,1.0
1998-08-17,106.0,108.9375,105.5,108.375,74.2551,11290000,0.0,1.0
1998-08-18,109.0,110.5937,108.7812,110.375,75.6254,7603900,0.0,1.0
1998-08-19,111.0937,111.0937,109.625,110.0937,75.4327,6258600,0.0,1.0
1998-08-20,109.6875,110.4062,109.1562,109.4375,74.9831,7402800,0.0,1.0
1998-08-21,108.1875,108.7187,105.5,108.5625,74.3836,16685400,0.0,1.0
1998-08-24,109.25,109.9375,108.3125,109.25,74.8546,7201700,0.0,1.0
1998-08-25,110.375,111.25,108.6406,109.5,75.0259,9688300,0.0,1.0
1998-08-26,108.2812,109.625,107.75,108.875,74.5977,9339700,0.0,1.0
1998-08-27,107.0,107.5625,103.4687,103.75,71.0862,24887800,0.0,1.0
1998-08-28,104.9687,105.7187,102.1562,103.375,70.8293,23735900,0.0,1.0
1998-08-31,103.75,104.0156,95.0,96.0,65.7761,22563100,0.0,1.0
1998-09-01,96.0625,100.5625,93.625,100.0625,68.5596,24748500,0.0,1.0
1998-09-02,99.8125,101.75,98.7812,99.3437,68.0671,13843200,0.0,1.0
1998-09-03,97.625,99.375,96.75,98.5625,67.5319,17311300,0.0,1.0
1998-09-04,99.4375,99.8125,95.75,97.75,66.9752,17783800,0.0,1.0
1998-09-08,100.875,103.0,99.8125,103.0,70.5723,14746500,0.0,1.0
1998-09-09,102.75,103.125,100.4375,100.5,68.8594,12109700,0.0,1.0
1998-09-10,98.4375,99.3437,96.8125,98.5,67.4891,19889300,0.0,1.0
1998-09-11,98.1875,101.6875,97.0,101.6875,69.673,20379800,0.0,1.0
1998-09-14,102.875,104.4531,102.0937,103.4375,70.8721,10686800,0.0,1.0
1998-09-15,102.875,104.3125,102.2812,104.0625,71.3003,8337900,0.0,1.0
1998-09-16,104.75,105.25,103.1562,105.0,71.9427,11024900,0.0,1.0
1998-09-17,102.25,103.0312,101.7812,102.0,69.8872,12945200,0.0,1.0
1998-09-18,102.375,102.4062,101.0937,102.0937,70.197,7019200,0.3585,1.0
1998-09-21,99.625,103.4062,98.9375,102.0312,70.154,8834600,0.0,1.0
1998-09-22,103.5,103.6562,102.1562,102.875,70.7342,7270100,0.0,1.0
1998-09-23,103.875,107.0,103.7812,107.0,73.5705,13688500,0.0,1.0
1998-09-24,106.3125,106.8125,103.25,104.375,71.7656,11129500,0.0,1.0
1998-09-25,103.125,105.4218,102.625,104.25,71.6796,10247400,0.0,1.0
1998-09-28,105.3125,106.3125,104.25,105.1875,72.3242,8847800,0.0,1.0
1998-09-29,105.375,105.9375,103.375,104.9375,72.1523,10618100,0.0,1.0
1998-09-30,103.5,104.3125,101.375,101.75,69.9607,7908400,0.0,1.0
1998-10-01,100.0312,101.5468,98.0937,98.8125,67.9409,13335600,0.0,1.0
1998-10-02,98.875,100.875,97.2187,100.7187,69.2516,14351800,0.0,1.0
1998-10-05,99.5937,99.9687,96.3437,98.6875,67.855,12807200,0.0,1.0
1998-10-06,100.75,101.2812,97.5312,98.5937,67.7905,12621000,0.0,1.0
1998-10-07,98.625,100.0312,95.75,97.125,66.7807,14348500,0.0,1.0
1998-10-08,94.5625,96.75,92.2187,96.5937,66.4154,20625000,0.0,1.0
1998-10-09,97.0,98.7812,94.0625,98.5312,67.7475,12708500,0.0,1.0
1998-10-12,100.625,101.4375,99.6875,99.9687,68.7359,9508500,0.0,1.0
1998-10-13,99.5625,100.4062,98.75,99.625,68.4996,6256800,0.0,1.0
1998-10-14,98.9375,101.8125,98.8437,100.5625,69.1442,8176900,0.0,1.0
1998-10-15,100.125,107.25,99.9375,105.9687,72.8614,20541100,0.0,1.0
1998-10-16,106.125,106.75,105.0,106.0,72.8829,16573900,0.0,1.0
1998-10-19,105.6875,106.8125,105.5,106.375,73.1407,7915900,0.0,1.0
1998-10-20,107.5625,108.7968,106.0937,107.0,73.5705,14611600,0.0,1.0
1998-10-21,106.875,107.625,105.875,106.625,73.3126,9178400,0.0,1.0
1998-10-22,106.7812,108.4687,106.1562,108.2187,74.4084,8277500,0.0,1.0
1998-10-23,107.9687,108.0,106.7812,106.8437,73.463,6237200,0.0,1.0
1998-10-26,107.7187,108.4687,106.7812,107.625,74.0002,5838600,0.0,1.0
1998-10-27,108.4375,108.9687,106.2812,107.0,73.5705,10089700,0.0,1.0
1998-10-28,106.5625,107.5312,106.0312,106.8125,73.4415,5650600,0.0,1.0
1998-10-29,107.0937,109.4375,106.625,109.4062,75.2249,9625600,0.0,1.0
1998-10-30,110.125,110.9062,109.5,110.0,75.6332,9872800,0.0,1.0
1998-11-02,110.8125,111.875,110.1875,111.875,76.9224,6501400,0.0,1.0
1998-11-03,111.5937,111.8125,110.75,111.0625,76.3637,6866000,0.0,1.0
1998-11-04,112.4687,113.0937,111.0937,112.25,77.1802,8233600,0.0,1.0
1998-11-05,111.5312,113.9375,111.125,113.7812,78.233,6841500,0.0,1.0
1998-11-06,113.4687,114.5625,113.3125,114.125,78.4694,5224800,0.0,1.0
1998-11-09,113.9375,114.25,112.5,113.3125,77.9108,6188700,0.0,1.0
1998-11-10,113.0,113.9375,112.25,113.0,77.6959,14015200,0.0,1.0
1998-11-11,113.8125,114.0,111.8906,112.25,77.1802,10922400,0.0,1.0
1998-11-12,112.3125,113.125,111.6875,112.125,77.0943,5457400,0.0,1.0
1998-11-13,112.2187,113.2187,112.125,113.2187,77.8463,5524600,0.0,1.0
1998-11-16,114.2187,114.3593,112.8906,114.0625,78.4265,6023700,0.0,1.0
1998-11-17,113.6562,115.625,113.0,114.0625,78.4265,9058900,0.0,1.0
1998-11-18,114.3125,115.0,113.5,114.75,78.8992,4567700,0.0,1.0
1998-11-19,115.2812,115.9062,114.625,115.75,79.5867,5249300,0.0,1.0
1998-11-20,116.3593,116.75,115.8437,116.625,80.1884,5562000,0.0,1.0
1998-11-23,117.4687,119.625,117.1562,119.375,82.0792,7151300,0.0,1.0
1998-11-24,119.0,119.6562,118.4531,118.625,81.5635,5323700,0.0,1.0
1998-11-25,118.9375,119.1875,118.2187,118.625,81.5635,4393500,0.0,1.0
1998-11-27,119.4687,119.7187,119.0156,119.5,82.1651,4557900,0.0,1.0
1998-11-30,119.0156,119.375,116.125,116.125,79.8446,8705400,0.0,1.0
1998-12-01,116.125,118.0312,115.2187,117.625,80.8759,8950600,0.0,1.0
1998-12-02,117.2187,117.9062,116.0,117.2812,80.6395,7495500,0.0,1.0
1998-12-03,117.25,118.3125,115.0937,115.3437,79.3074,12145300,0.0,1.0
1998-12-04,116.625,118.5,116.5,118.375,81.3916,10339500,0.0,1.0
1998-12-07,118.0625,119.4687,118.0,118.9375,81.7784,4290000,0.0,1.0
1998-12-08,118.5312,119.75,117.5,118.4062,81.4131,10102600,0.0,1.0
1998-12-09,118.6875,118.9687,117.875,118.625,81.5635,5327900,0.0,1.0
1998-12-10,118.8437,118.8437,116.7187,116.8906,80.371,5966600,0.0,1.0
1998-12-11,116.4375,117.3437,115.5625,117.125,80.5321,8198200,0.0,1.0
1998-12-14,116.1562,116.4062,113.75,113.75,78.2116,9521400,0.0,1.0
1998-12-15,114.6875,116.75,114.5312,116.6875,80.2313,9631500,0.0,1.0
1998-12-16,117.125,117.125,115.75,116.5312,80.1239,7260000,0.0,1.0
1998-12-17,117.2187,118.5937,117.0312,118.3906,81.4023,6914700,0.0,1.0
1998-12-18,118.3125,119.125,117.875,118.5,81.747,4802400,0.3918,1.0
1998-12-21,119.25,121.3437,119.0,120.1562,82.8895,8580700,0.0,1.0
1998-12-22,120.4062,121.2187,119.1875,120.6875,83.256,5461100,0.0,1.0
1998-12-23,121.1875,123.2187,120.8125,123.2187,85.0022,7791000,0.0,1.0
1998-12-24,123.1562,123.25,122.5,122.6875,84.6357,1507100,0.0,1.0
1998-12-28,123.25,123.3125,122.0,122.375,84.4201,4203600,0.0,1.0
1998-12-29,122.7187,124.4843,122.125,124.3125,85.7567,3935800,0.0,1.0
1998-12-30,123.9375,124.75,123.0312,123.3125,85.0669,6810700,0.0,1.0
1998-12-31,123.3125,123.9375,122.4687,123.3125,85.0669,6790500,0.0,1.0
1999-01-04,123.375,125.2187,121.7187,123.0312,84.8728,9450400,0.0,1.0
1999-01-05,122.9375,124.875,122.9375,124.4375,85.8429,8031000,0.0,1.0
1999-01-06,125.8125,127.75,125.75,127.4375,87.9125,7737700,0.0,1.0
1999-01-07,126.375,127.2187,125.7812,126.8125,87.4813,5504900,0.0,1.0
1999-01-08,128.1875,128.5,125.9687,127.75,88.1281,6224400,0.0,1.0
1999-01-11,127.6875,127.6875,125.2187,126.5312,87.2873,7578300,0.0,1.0
1999-01-12,126.2187,126.2187,123.75,124.25,85.7136,7768800,0.0,1.0
1999-01-13,120.4062,125.125,120.375,123.375,85.11,10810600,0.0,1.0
1999-01-14,123.625,123.9062,120.9062,121.2187,83.6225,11400700,0.0,1.0
1999-01-15,122.375,124.7812,122.0625,124.375,85.7998,7817700,0.0,1.0
1999-01-19,125.2968,125.625,123.5,125.1875,86.3603,6535100,0.0,1.0
1999-01-20,126.0937,127.9375,125.0312,126.1875,87.0502,6534400,0.0,1.0
1999-01-21,125.5781,125.8437,122.5937,122.8437,84.7435,6937500,0.0,1.0
1999-01-22,122.125,123.8437,121.7812,122.5625,84.5495,7522300,0.0,1.0
1999-01-25,123.2812,124.0,121.9062,123.8125,85.4118,5700300,0.0,1.0
1999-01-26,124.125,126.0625,123.625,126.0625,86.9639,6047000,0.0,1.0
1999-01-27,126.375,126.625,124.1562,124.5937,85.9507,7399400,0.0,1.0
1999-01-28,125.25,126.9687,125.1875,126.6875,87.3951,5961700,0.0,1.0
1999-01-29,127.3437,128.2968,125.4062,127.6562,88.0634,6456800,0.0,1.0
1999-02-01,128.6875,128.6875,126.9062,126.9062,87.546,9426800,0.0,1.0
1999-02-02,127.0781,127.2187,124.7656,126.125,87.0071,9194500,0.0,1.0
1999-02-03,125.6875,127.9375,125.6562,127.4062,87.8909,10290700,0.0,1.0
1999-02-04,127.375,127.5,124.7812,125.5,86.5759,7761100,0.0,1.0
1999-02-05,125.6562,125.6562,123.2187,124.0625,85.5843,7516100,0.0,1.0
1999-02-08,125.0937,125.0937,123.3437,124.3125,85.7567,8528400,0.0,1.0
1999-02-09,124.375,124.5,121.5156,121.5312,83.838,8985700,0.0,1.0
1999-02-10,122.125,123.0,121.3281,122.3125,84.377,6936700,0.0,1.0
1999-02-11,123.0625,126.0937,122.5,125.125,86.3172,9181800,0.0,1.0
1999-02-12,124.8125,125.5,122.625,123.625,85.2824,10676600,0.0,1.0
1999-02-16,124.75,125.625,122.875,122.875,84.7651,6915500,0.0,1.0
1999-02-17,123.1875,125.3593,122.25,122.75,84.6788,7858100,0.0,1.0
1999-02-18,123.1875,124.375,122.2187,123.7187,85.3471,9048900,0.0,1.0
1999-02-19,124.0,125.75,123.375,124.25,85.7136,5312200,0.0,1.0
1999-02-22,124.4375,127.7187,124.2812,127.5625,87.9987,10695800,0.0,1.0
1999-02-23,127.5937,128.5,126.5937,127.5,87.9556,7770700,0.0,1.0
1999-02-24,127.8437,128.8437,125.0,125.25,86.4034,7271000,0.0,1.0
1999-02-25,124.5312,125.2812,122.6875,124.0625,85.5843,11633000,0.0,1.0
1999-02-26,124.75,124.8437,122.8125,123.5625,85.2393,9621300,0.0,1.0
1999-03-01,123.6562,124.3125,122.375,123.9062,85.4764,7607200,0.0,1.0
1999-03-02,124.5,125.3125,122.3125,122.8125,84.7219,9651500,0.0,1.0
1999-03-03,123.0937,123.5625,121.7812,123.4687,85.1746,7881400,0.0,1.0
1999-03-04,124.0625,125.4843,123.2656,125.0312,86.2525,8256400,0.0,1.0
1999-03-05,127.5,128.125,126.5625,127.5468,87.9879,10703100,0.0,1.0
1999-03-08,128.2812,128.7968,127.25,128.375,88.5592,4802200,0.0,1.0
1999-03-09,128.125,129.9375,127.75,128.0625,88.3436,7893400,0.0,1.0
1999-03-10,128.4687,129.25,127.7812,129.1875,89.1197,3950000,0.0,1.0
1999-03-11,129.6875,131.1875,128.875,130.625,90.1114,6583700,0.0,1.0
1999-03-12,131.0,131.0312,129.2187,129.375,89.2491,5286500,0.0,1.0
1999-03-15,129.9375,131.25,129.5,131.2187,90.5209,5394400,0.0,1.0
1999-03-16,131.125,131.6562,130.4687,130.7187,90.176,4547500,0.0,1.0
1999-03-17,130.6875,130.9375,129.625,130.1562,89.788,4524100,0.0,1.0
1999-03-18,129.7812,132.375,129.75,132.25,91.2324,3506300,0.0,1.0
1999-03-19,132.3125,132.625,129.6875,129.6875,89.6853,5526700,0.3199,1.0
1999-03-22,130.0625,130.5937,129.4218,129.9375,89.8582,4603800,0.0,1.0
1999-03-23,129.3125,129.5312,125.7031,126.1875,87.2649,9713800,0.0,1.0
1999-03-24,126.8437,127.1718,125.625,126.9062,87.7619,6280900,0.0,1.0
1999-03-25,128.0625,129.5,127.75,129.5,89.5556,6639600,0.0,1.0
1999-03-26,128.625,129.125,127.7187,128.5625,88.9073,6159700,0.0,1.0
1999-03-29,129.1562,131.4375,129.1562,131.1562,90.701,5863900,0.0,1.0
1999-03-30,129.9375,131.2187,129.5625,130.4687,90.2255,5401400,0.0,1.0
1999-03-31,131.1562,131.6093,128.3125,128.375,88.7776,7413600,0.0,1.0
1999-04-01,129.6875,129.6875,128.125,129.3437,89.4475,7683600,0.0,1.0
1999-04-05,130.9375,132.5937,130.25,132.4062,91.5654,5791100,0.0,1.0
1999-04-06,132.1875,132.9843,131.1562,132.0937,91.3493,5381300,0.0,1.0
1999-04-07,132.6875,133.375,131.375,133.1562,92.0841,6248600,0.0,1.0
1999-04-08,133.1875,134.9375,132.2812,134.8437,93.2511,5909100,0.0,1.0
1999-04-09,134.4375,135.5,133.5937,134.875,93.2727,4365800,0.0,1.0
1999-04-12,133.4687,136.4062,133.2187,136.3125,94.2668,8213200,0.0,1.0
1999-04-13,136.25,136.4687,134.5,135.4375,93.6617,10071400,0.0,1.0
1999-04-14,136.0625,136.0625,132.6875,133.1562,92.0841,11551700,0.0,1.0
1999-04-15,133.4375,133.5625,131.0,132.6562,91.7383,11150000,0.0,1.0
1999-04-16,132.9062,132.9062,131.1875,131.5312,90.9603,6476200,0.0,1.0
1999-04-19,132.6875,134.5312,128.375,129.5,89.5556,12487200,0.0,1.0
1999-04-20,129.8125,131.1875,129.0,131.125,90.6794,9049600,0.0,1.0
1999-04-21,131.0625,135.625,130.4062,134.875,93.2727,5772200,0.0,1.0
